Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
TE_00000544_INT	LTR	Copia	4627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	4322	0	0	841	255	2731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000710_INT	LTR	Gypsy	0	0	0	0	0	8566	7492	206	14451	0	7303	4866	0	0	0	2464	0	0	0	0	0	0	0	0	0	2742	0	581	0	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000587_INT	LTR	Gypsy	1651	111	111	111	109	0	0	0	2870	164	268	0	0	0	0	134	0	133	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000267	DNA	DTT	1311	0	0	0	0	0	0	0	0	0	0	0	0	0	59	66	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000019	DNA	Helitron	12537	0	51	31	1466	1963	478	0	0	0	101	68	88	0	0	0	0	0	73	280	0	403	790	836	2190	4396	1850	88	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000289	DNA	Helitron	13943	0	0	0	62	0	0	0	0	0	195	142	153	325	161	291	199	82	150	205	118	75	276	0	1107	1559	1356	0	0	485	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000774_INT	LTR	Copia	4775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	150	0	1334	189	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000766	DNA	DTH	494	101	0	27	366	41	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	654	284	1210	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000661_LTR	LTR	Copia	976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000377	DNA	Helitron	512	0	42	1626	3027	3729	1600	147	373	26	214	464	589	750	1484	1326	2263	3271	2541	1835	4718	563	3733	1616	0	113	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000686_INT	LTR	Gypsy	4289	0	0	3748	0	0	4598	4919	0	4966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	2081	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000530_INT	LTR	Gypsy	0	0	10265	2865	28918	25732	19715	13271	8017	19135	15501	26271	10261	23111	16558	2628	17760	460	10472	1380	344	315	536	0	0	278	1402	1052	1134	2843	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000311_LTR	LTR	Gypsy	0	0	0	0	136	0	88	282	667	682	1985	2568	5655	9517	14327	8555	13578	9312	7934	2349	1938	704	30	160	40	0	0	348	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000797_LTR	LTR	Copia	14084	3080	839	0	0	0	445	0	0	0	0	0	377	402	0	0	0	0	0	0	0	274	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000739	DNA	Helitron	3029	0	59	27	0	80	0	466	320	931	2270	2037	2237	2194	2506	3248	5703	6296	7272	6580	4884	4001	2704	2810	702	1890	877	265	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000644_INT	LTR	Copia	4351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1100	2177	2835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000714	DNA	DTC	2980	61	0	0	0	2026	699	2836	1481	0	0	0	0	0	1773	0	191	72	143	0	199	0	0	0	106	0	0	471	529	0	507	95	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000026	DNA	DTC	765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000322	DNA	DTM	1013	0	0	0	0	0	0	0	0	0	2471	2496	2521	299	0	161	716	1037	325	64	434	684	1172	940	1078	637	430	0	120	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000090	DNA	Helitron	2986	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000552_INT	LTR	Gypsy	0	0	0	0	0	0	0	0	0	0	5613	0	0	0	0	0	0	2056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000030	DNA	Helitron	10454	231	0	0	0	0	0	0	57	70	176	377	153	177	263	340	85	117	68	274	239	684	0	171	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000047	DNA	Helitron	3416	0	0	0	0	0	0	0	0	388	1150	0	0	359	533	112	0	0	81	0	91	160	129	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000214	DNA	Helitron	5938	0	534	118	135	88	872	136	539	681	668	0	260	0	185	275	0	0	172	499	384	219	0	31	0	182	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000635_INT	LTR	Copia	4073	0	0	0	0	0	0	86	0	0	0	0	0	43	0	0	0	0	0	0	59	253	0	398	865	1013	0	10605	4759	0	3378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000800	DNA	DTH	2389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	235	454	345	144	461	272	108	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000724	DNA	DTM	3622	0	0	0	0	0	0	0	0	0	37	0	2869	0	0	51	0	0	87	504	0	142	0	1758	205	0	1829	142	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000416	DNA	Helitron	109	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000003	DNA	Helitron	13985	325	86	394	1145	92	127	552	633	1156	157	619	1239	721	1702	1510	1224	1324	1016	555	1132	1780	1171	1441	617	1377	379	631	0	264	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000515_LTR	LTR	Copia	205	0	205	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000105	DNA	DTM	3469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000424	MITE	DTA	225	0	0	0	0	0	8	0	0	0	97	0	186	0	48	0	0	0	0	0	0	0	125	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000040	DNA	DTC	2431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	167	257	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000171	DNA	DTC	767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000781	DNA	DTC	4640	0	0	1186	6933	2428	4144	2225	1256	1383	5193	0	0	125	0	0	0	58	762	1442	1036	107	1006	3138	5726	10469	13454	6446	863	1494	3503	4038	3114	5108	2798	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000121	DNA	Helitron	750	750	45	0	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	103	0	0	0	149	0	0	0	0	502	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000027	DNA	DTC	3165	0	0	0	0	0	0	0	0	0	0	0	0	136	113	38	0	136	49	0	66	0	630	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000146	DNA	Helitron	6853	1276	0	0	0	129	177	0	61	57	39	0	55	0	115	182	97	397	1259	3024	7868	4234	7722	4652	6067	2445	1753	651	116	89	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000457_LTR	LTR	Gypsy	1159	462	10377	25060	4821	4119	6566	4866	11943	17149	5764	2225	4350	3172	2356	0	92	412	0	0	0	318	0	0	0	0	0	614	0	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000568_INT	LTR	unknown	3545	6520	20069	27080	12925	1353	0	0	278	0	0	0	384	0	0	61	0	0	70	207	0	0	0	0	0	257	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000166_INT	LTR	Gypsy	1403	4935	51	1675	194	1041	652	770	1316	781	639	129	411	1320	341	330	0	636	2188	1169	1951	1578	1922	2820	2278	2315	2023	223	1271	130	3412	944	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000476_INT	LTR	Copia	619	0	0	24202	40711	0	0	0	0	0	0	0	0	0	1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000401_INT	LTR	Copia	2670	0	45	111	0	0	705	172	0	299	362	492	296	173	804	272	841	203	1212	1595	506	1626	607	4378	1322	511	294	379	0	812	204	86	698	0	1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000621	DNA	Helitron	2022	0	220	0	0	0	0	0	0	0	46	74	0	0	157	0	0	76	0	72	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000294	DNA	DTC	1712	0	1510	199	0	56	109	0	0	0	0	565	92	53	235	166	116	71	415	741	353	678	171	279	314	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000428	DNA	Helitron	4417	0	0	0	0	0	0	0	400	332	179	0	179	194	0	271	212	106	94	420	565	354	296	184	287	731	135	119	0	135	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000351	DNA	DTM	915	6194	763	468	123	164	225	0	0	0	0	164	204	0	0	73	114	0	123	254	89	87	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000623	MITE	DTM	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000452	DNA	DTM	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	27	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000519	DNA	Helitron	0	0	522	0	0	0	48	0	0	0	62	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000187	DNA	Helitron	7822	330	1656	378	774	203	735	420	97	1050	1760	281	1871	3642	1074	1940	1779	2278	2181	1306	2450	2585	2085	1684	1170	135	332	148	0	168	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000511_LTR	LTR	Copia	1209	0	0	0	0	562	0	0	0	0	0	120	0	0	1038	0	286	0	480	521	270	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000057	DNA	Helitron	9710	3028	4037	1403	352	653	315	702	259	1526	699	1119	1162	0	128	210	911	434	750	274	1209	1442	643	794	638	450	0	296	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000051	DNA	DTC	2036	0	0	0	0	0	874	807	2074	577	0	170	0	126	143	502	45	94	17	0	309	0	63	0	188	0	0	420	0	0	109	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000550	DNA	Helitron	145	0	0	0	0	304	0	0	0	0	0	152	0	0	0	0	159	82	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000534	DNA	Helitron	1966	0	0	0	0	52	0	0	781	1650	388	513	1191	1331	1331	789	232	102	0	237	212	762	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000307_INT	LTR	Gypsy	0	0	0	4604	0	0	0	382	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	121	0	0	2800	0	0	4230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000122	DNA	Helitron	1807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000280	DNA	Helitron	11555	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000852_LTR	LTR	Copia	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000521_INT	LTR	Copia	5151	0	0	0	0	0	0	0	0	0	0	0	192	0	1873	0	0	0	0	0	0	0	317	0	0	317	706	3066	1652	1650	1517	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000075	DNA	DTT	1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	81	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000459	DNA	Helitron	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000087	DNA	DTC	1774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000420	MITE	DTA	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	259	86	250	923	568	119	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000411	DNA	Helitron	288	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000333_INT	LTR	Copia	8868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	96	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000049	DNA	Helitron	3679	2097	0	63	0	0	32	0	37	168	0	35	82	1224	178	1108	99	89	476	894	797	856	1360	261	1243	1207	1028	422	1454	456	1494	1676	3983	1593	2322	853	369	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000155	DNA	Helitron	4714	178	0	0	0	0	0	0	721	0	0	0	46	469	431	112	87	0	0	0	72	349	218	691	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000831	DNA	DTM	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	69	0	253	185	521	0	227	381	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000434	DNA	Helitron	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000100	DNA	DTT	1036	0	0	34	317	0	0	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000794_INT	LTR	Copia	12621	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	227	968	61	5642	0	3470	134	2098	0	0	304	0	0	0	0	0	0	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000176	DNA	Helitron	4504	0	0	83	0	0	0	201	0	0	0	0	0	27	296	60	151	151	300	240	192	188	367	228	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000695	DNA	DTT	1630	0	0	0	0	0	0	39	0	75	0	0	118	0	0	0	96	0	124	0	54	81	0	328	0	0	0	0	348	1019	78	402	575	1939	790	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000312	DNA	DTM	0	0	0	865	0	0	674	0	625	0	0	0	0	329	524	227	214	0	0	0	0	0	0	0	549	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000031	DNA	DTC	3532	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	164	477	0	123	0	96	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000493_INT	LTR	Copia	2144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	80	0	0	84	595	835	1763	0	1747	695	1453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000502_INT	LTR	unknown	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000709	DNA	Helitron	795	0	0	0	2645	1770	11049	1726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000826_INT	LTR	Copia	4777	56	340	33432	2281	3394	651	56	1751	331	0	710	0	0	0	0	55	0	0	621	304	222	706	97	877	848	693	58	4796	13306	13204	8601	3458	3687	884	588	0	642	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000257	DNA	DTC	1475	0	0	562	0	140	0	0	74	0	0	131	0	60	0	147	0	228	0	0	86	198	0	0	0	0	78	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000352_INT	LTR	Copia	0	0	4621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4655	0	292	0	181	134	511	0	161	4534	1747	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000291	DNA	Helitron	1500	2968	1824	449	0	0	0	38	68	0	73	0	108	0	481	75	186	0	0	358	649	633	642	321	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000413_LTR	LTR	Copia	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000282	DNA	Helitron	7122	193	826	0	125	196	0	214	178	223	0	0	199	133	62	0	0	0	0	0	0	103	99	168	96	0	197	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000143	DNA	DTH	1550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000299	DNA	Helitron	0	2017	0	0	0	177	49	14	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000606_LTR	LTR	Copia	234	196	0	0	194	0	0	41	96	0	0	0	60	240	0	0	0	185	557	254	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000261	DNA	Helitron	11664	957	1336	777	217	849	2624	3055	4323	4056	5786	7047	8022	3414	3464	2552	4644	3494	3861	3808	7543	4976	4176	5646	4235	2505	778	714	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000402	DNA	DTC	1805	0	1794	0	0	0	0	271	820	0	214	0	497	304	106	929	553	0	327	0	201	0	0	0	0	310	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000097	DNA	Helitron	8025	460	0	0	1504	0	0	0	21	31	0	33	95	0	150	0	0	164	187	284	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000330	DNA	Helitron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000037	DNA	DTM	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000295_INT	LTR	Copia	4373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	206	657	0	0	1051	3081	817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000782	DNA	DTM	3986	3676	0	0	318	0	0	0	0	0	0	0	42	0	0	0	0	73	0	0	112	63	0	0	0	0	166	0	0	1125	685	2768	0	1002	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000682	DNA	Helitron	791	0	0	0	0	0	1609	0	34	525	181	0	291	51	544	814	0	162	697	224	476	114	208	72	111	470	121	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000535_LTR	LTR	Gypsy	372	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	153	0	0	303	0	518	0	735	947	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000243	DNA	Helitron	6921	618	158	286	0	217	0	0	1313	1295	604	479	0	0	0	0	0	0	0	0	0	0	0	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000365_LTR	LTR	Gypsy	0	0	0	0	0	163	326	632	738	0	0	0	0	179	337	162	52	0	0	0	361	302	175	0	370	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000482_INT	LTR	Copia	4804	0	0	30	0	0	31	3987	0	0	0	0	0	0	0	0	0	0	0	3984	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000284	DNA	DTC	431	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000641_LTR	LTR	Copia	264	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000230	DNA	Helitron	332	3907	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000640_INT	LTR	Gypsy	4606	0	0	0	5674	4710	1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000595	MITE	DTM	180	0	539	0	180	0	180	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000615_INT	LTR	Gypsy	1601	0	548	1776	580	5563	15330	9520	12645	14896	10021	6306	8078	2520	7068	7623	3342	4425	2773	1395	1616	3843	2667	2857	997	3507	588	1300	412	1537	826	99	212	282	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000789_LTR	LTR	Copia	240	0	76	0	120	0	0	0	0	0	0	0	0	0	109	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000618_LTR	LTR	Copia	214	0	0	0	0	184	0	0	0	0	0	0	0	174	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000248	DNA	DTC	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	62	0	0	0	0	73	94	185	253	309	349	256	834	171	350	178	0	12	24	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000426_INT	LTR	Copia	4524	0	0	0	4495	2134	0	0	0	0	992	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000655_INT	LTR	Copia	0	0	0	0	0	0	4235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	206	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000129	DNA	Helitron	9657	250	0	0	111	876	1667	2790	1205	1233	1608	2272	4640	688	1437	405	1253	1608	1741	1955	5913	2570	9802	5256	7486	2951	2476	800	1452	385	886	0	87	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
